Availability,Available_Colors_OR_Size,Available_Size,Context_Identifier,Description,Execution_Id,Feed_Code,Price_Currency,Product_Id,Product_Price,Product_Title,Record_Create_By,Record_Create_Date,Site,Source,Source_Country,Type
Add to bag,,,,"Must de Cartier mini wallet in peacock green calfskin, signature Cartier medallion. Interior: burgundy calfskin, one gusset, four credit card slots, one zipped pocket, one flat pocket, golden hot stamped “Cartier” signature. Dimensions: 80 mm high x 110 mm wide.",,aeid5482 ,£,L3001948,375,"Mini wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Double C de Cartier mini wallet in cherry red calfskin, gold and cherry red enamel-finish “Cartier” signature. Interior: black calfskin, one gusset, four credit card slots, one zipped pocket, one flat pocket, golden hot stamped “Cartier” signature. Dimensions: 85 mm high x 110 mm wide.",,aeid5482 ,£,L3001910,530,"Mini wallet, Double C de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Simple card holder in tan calfskin. Exterior: embossed double C logo, palladium-finish metal corners, two credit card slots, one flat pocket. Dimensions: 70 mm high x 110 mm wide.",,aeid5482 ,£,L3001869,170,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Zipped card holder in cherry red calfskin, gold and cherry red enamel-finish “Cartier” signature, golden hot-stamped “Cartier” on the inside of the zipped pocket, five credit card slots. Dimensions: 75 mm high x 135 mm wide.",,aeid5482 ,£,L3001892,385,"Zipped card holder, Double C de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier card holder in peacock green calfskin, signature Cartier medallion. Golden hot stamped “Cartier” signature on the central pocket, one flat pocket on either side. Dimensions: 70 mm high x 100 mm wide.",,aeid5482 ,£,L3001946,195,"Simple card holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier card holder in burgundy calfskin, signature Cartier medallion. Golden hot stamped “Cartier” signature on the central pocket, one flat pocket on either side. Dimensions: 70 mm high x 100 mm wide.",,aeid5482 ,£,L3001795,195,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier international wallet in burgundy calfskin, signature Cartier medallion. Interior: burgundy calfskin, twelve credit card slots, one zipped coin pocket, two flat pockets, two gussets, golden hot stamped “Cartier” signature. Dimensions: 100 mm high x 190 mm wide.",,aeid5482 ,£,L3001816,590,"International Wallet with Flap, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier zipped multi-card holder in burgundy calfskin, signature Cartier medallion. Interior: burgundy calfskin, three slots for credit cards, golden hot stamped Cartier marking. Dimensions: 80 mm high x 110 mm wide.",,aeid5482 ,£,L3001805,295,"Zipped Multi-card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier zipped multi-card holder in black calfskin, signature Cartier medallion. Interior: burgundy calfskin, three slots for credit cards, golden hot stamped Cartier marking. Dimensions: 80 mm high x 110 mm wide.",,aeid5482 ,£,L3001806,295,"Zipped Multi-card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Zipped international wallet, black calfskin. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver Cartier signature, 8 credit card slots, 2 flat pockets, 1 zipped inside pocket, 2 pockets with gussets. Dimensions: height 105 mm x width 191 mm.",,aeid5482 ,£,L3001489,700,"Zipped International Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin gusseted international wallet. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver-coloured Cartier marking, seven credit card pockets, two flat pockets, one gusseted pocket. Dimensions: 90 mm high x 187 mm wide.",,aeid5482 ,£,L3001361,470,"International Wallet with Gussets, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier multi-card holder with flap in black calfskin, signature Cartier medallion. Interior: burgundy calfskin, two gusseted compartments, one flat pocket, golden hot stamped “Cartier” signature. Dimensions: 95 mm high x 120 mm wide.",,aeid5482 ,£,L3001801,295,"Multi-card Holder with Flap, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin 6-credit card wallet. Exterior: embossed double C logo, stainless steel metal corners, silver Cartier marking, six credit card pockets, one flat pocket. Dimensions: 85 mm high x 105 mm wide. This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001660,225,"Simple 6-Credit Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier key ring and card holder in black calfskin, palladium 950/1000 finish. Dimensions: 70 x 92 mm.",,aeid5482 ,£,OG000500,265,Must de Cartier key ring and card holder,aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin credit/business card holder Exterior: embossed double C logo, stainless steel metallic-finished corners. Interior: burgundy calfskin, silver-coloured Cartier marking, two credit card pockets, one flat pocket, one gusseted pocket. Dimensions: 112 mm high x 78 mm wide.",,aeid5482 ,£,L3001367,315,"Credit/Business Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin square coin purse. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver-coloured Cartier marking, one coin pocket, one flat pocket. Dimensions: 75 mm high x 84 mm wide.",,aeid5482 ,£,L3001372,280,"Square Coin Purse, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin 4-credit card holder. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver-coloured Cartier marking, four credit card pockets, three flat pockets. Dimensions: 107 mm high x 71 mm wide. This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001370,265,"4-Credit Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier key ring & card holder in burgundy calfskin, golden-finish. Dimensions: 70 x 92 mm.",,aeid5482 ,£,OG000501,265,Must de Cartier key ring and card holder,aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin gusseted international wallet. Exterior: embossed double C logo, golden finish metal corners. Interior: burgundy calfskin, golden Cartier marking, seven credit card pockets, two flat pockets, one gusseted pocket. Dimensions: 90 mm high x 187 mm wide.",,aeid5482 ,£,L3001360,470,"International Wallet with Gussets, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin 6-credit card wallet. Exterior: embossed double C logo, golden-finish metal corners, golden Cartier marking, six credit card pockets, one flat pocket. Dimensions: 85 mm high x 105 mm wide. This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001661,225,"Simple 6-Credit Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier navy blue calfskin document holder, large model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one zipped pocket, one flat pocket with embossed silver-coloured Cartier signature. Dimensions: 250 mm high x 350 mm wide x 40 mm deep. Hand and wrist carry with detachable handle.",,aeid5482 ,£,L1002271,"1,070","GM Pouch, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier black calfskin pouch. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one flat pocket, eight credit card slots. Embossed silver-coloured Cartier signature. Dimensions: 160 mm high x 250 mm wide x 50 mm deep. Hand and wrist carry with detachable handle.",,aeid5482 ,£,L1002261,"1,070","Square Pouch, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier black calfskin document holder, large model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one zipped pocket, one flat pocket with embossed silver-coloured Cartier signature. Dimensions: 250 mm high x 350 mm wide x 40 mm deep. Hand and wrist carry with detachable handle.",,aeid5482 ,£,L1002260,"1,070","GM Pouch, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier card holder in midnight blue calfskin, signature Cartier medallion. Golden hot stamped “Cartier” signature on the central pocket, one flat pocket on either side. Dimensions: 70 mm high x 100 mm wide.",,aeid5482 ,£,L3001799,195,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier card holder in black calfskin, signature Cartier medallion. Golden hot stamped “Cartier” signature on the central pocket, one flat pocket on either side. Dimensions: 70 mm high x 100 mm wide.",,aeid5482 ,£,L3001796,195,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin 4-credit card wallet. Exterior: embossed double C logo, gold-finish metal corners. Interior: burgundy calfskin, silver-coloured Cartier marking, four credit card pockets, three flat pockets. Dimensions: 107 mm high x 71 mm wide. This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001574,265,"Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin credit/business card holder Exterior: embossed double C logo, golden finish metal corners. Interior: burgundy calfskin, golden Cartier marking, two credit card pockets, one flat pocket, one gusseted pocket. Dimensions: 112 mm high x 78 mm wide.",,aeid5482 ,£,L3001366,315,"Credit/Business Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier international wallet in black calfskin, signature Cartier medallion. Interior: burgundy calfskin, twelve credit card slots, one zipped coin pocket, two flat pockets, two gussets, golden hot stamped “Cartier” signature. Dimensions: 100 mm high x 190 mm wide.",,aeid5482 ,£,L3001817,590,"International Wallet with Flap, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier navy blue calfskin pouch. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one flat pocket, eight credit card slots. Embossed silver-coloured Cartier signature. Dimensions: 160 mm high x 250 mm wide x 50 mm deep. Hand and wrist carry with detachable handle.",,aeid5482 ,£,L1002273,"1,070","Square Pouch, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Card holder for credit or business cards in graduated brown calfskin. Exterior: embossed double C logo, palladium-finish metal corners. Interior: wood-coloured calfskin, silver-coloured Cartier marking, two credit card slots, one flat pocket, one gusseted pocket. Dimensions: 112 mm high x 78 mm wide",,aeid5482 ,£,L3001932,370,"Credit/Business Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier triptych wallet in midnight blue calfskin, signature Cartier medallion. Exterior: One coin compartment with a push button. Interior: burgundy calfskin, three slots for credit cards, one banknote compartment, golden hot stamped Cartier marking. Dimensions: 70 mm high x 95 mm wide.",,aeid5482 ,£,L3001815,375,"Trifold Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Four-credit card holder in anthracite grained calfskin. Exterior: embossed double C logo. Interior: anthracite grained calfskin, silver-coloured Cartier marking, four credit card slots, four flat pockets. Dimensions: 107 mm high x 81 mm wide.",,aeid5482 ,£,L3001936,340,"4-Credit Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Simple card holder in black grained calfskin. Exterior: embossed double C logo, two credit card slots, 1 flat pocket, silver-coloured Cartier marking. Dimensions: 68 mm high x 100 mm wide.",,aeid5482 ,£,L3001941,220,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Simple card holder in anthracite grained calfskin. Exterior: embossed double C logo, two credit card slots, 1 flat pocket, silver-coloured Cartier marking. Dimensions: 68 mm high x 100 mm wide.",,aeid5482 ,£,L3001937,220,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Four-credit card holder in black grained calfskin. Exterior: embossed double C logo. Interior: black grained calfskin, silver-coloured Cartier marking, four credit card slots, four flat pockets. Dimensions: 107 mm high x 81 mm wide.",,aeid5482 ,£,L3001940,340,"4-Credit Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Simple card holder in navy blue grained calfskin. Exterior: embossed double C logo, two credit card slots, 1 flat pocket, silver-coloured Cartier marking. Dimensions: 68 mm high x 100 mm wide.",,aeid5482 ,£,L3001942,220,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Card holder in red calfskin, golden garland motif, golden hot stamped “Cartier” signature on the central pocket, two flat pockets on the surfaces. Dimensions: 75 mm high x 100 mm wide.",,aeid5482 ,£,L3001717,195,"Simple Card Holder, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Mini wallet in red calfskin, golden garland motif. Interior: black calfskin, one gusset, four credit card slots, one zipped pocket, one flat pocket, golden Cartier marking. Dimensions: 85 mm high x 110 mm wide.",,aeid5482 ,£,L3001711,375,"Wallet, Mini, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Mini wallet in green calfskin, golden garland motif. Interior: black calfskin, one gusset, four credit card slots, one zipped pocket, one flat pocket, golden Cartier marking. Dimensions: 85 mm high x 110 mm wide.",,aeid5482 ,£,L3001740,375,"Wallet, Mini, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin simple card holder. Exterior: embossed double C logo, stainless steel metal corners, two credit card pockets, one flat pocket. Dimensions: 70 mm high x 110 mm wide.",,aeid5482 ,£,L3001425,170,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Small wallet in green calfskin, golden garland motif. Interior: black calfskin, six credit card slots, one zipped pocket, one banknote compartment, golden Cartier marking. Dimensions: 95 mm high x 120 mm wide.",,aeid5482 ,£,L3001715,510,"Wallet, Small, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Simple card holder in graduated brown calfskin. Exterior: embossed double C logo, palladium-finish metal corners, two credit card slots, one flat pocket. Dimensions: 70 mm high x 110 mm wide.",,aeid5482 ,£,L3001934,215,"Simple Card Holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"International wallet in green calfskin, golden garland motif. Interior: black calfskin, twelve credit card slots, one zipped coin pocket, two flat pockets, two gussets, golden Cartier marking. Dimensions: 102 mm high x 191 mm wide.",,aeid5482 ,£,L3001707,590,"International Wallet with Flap, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Card holder in green calfskin, golden garland motif, golden hot stamped “Cartier” signature on the central pocket, two flat pockets on the surfaces. Dimensions: 75 mm high x 100 mm wide.",,aeid5482 ,£,L3001719,195,"Simple Card Holder, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Small wallet in red calfskin, golden garland motif. Interior: black calfskin, six credit card slots, one zipped pocket, one banknote compartment, golden Cartier marking. Dimensions: 95 mm high x 120 mm wide.",,aeid5482 ,£,L3001713,510,"Wallet, Small, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"International wallet in red calfskin, golden garland motif. Interior: black calfskin, twelve credit card slots, one zipped coin pocket, two flat pockets, two gussets, golden Cartier marking. Dimensions: 102 mm high x 191 mm wide.",,aeid5482 ,£,L3001705,590,"International Wallet with Flap, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Wallet bag in red calfskin, golden garland motif. Interior: one zipped compartment, 3 flat pockets, 6 credit card slots, a signature pocket with removable mirror, and golden hot stamped “Cartier” signature. Lining: black calfskin. Dimensions: 190 mm high x 120 mm long x 35 mm deep. Shoulder carry with a detachable chain strap.",,aeid5482 ,£,L1002220,"1,150","Wallet Bag, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Card holder in black calfskin, golden garland motif, golden hot stamped “Cartier” signature on the central pocket, two flat pockets on the surfaces. Dimensions: 75 mm high x 100 mm wide.",,aeid5482 ,£,L3001718,195,"Simple Card Holder, Guirlande de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier briefcase with three gussets in black calfskin. Palladium-finish metal parts. Interior: burgundy fabric lining, one flat laptop compartment, one zipped pocket, two smartphone pockets, one pen loop. Dimensions: 400 mm high x 300 mm wide x 70 mm deep. Hand carry.",,aeid5482 ,£,L1002262,"3,100","Briefcase, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier black calfskin document holder. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket. Interior: black fabric lining, one laptop compartment, one zipped pocket, three additional compartments. Embossed silver-coloured Cartier signature. Dimensions: 300 mm high x 380 mm wide x 100 mm deep. Hand and shoulder carry with adjustable and detachable strap.",,aeid5482 ,£,L1002258,"2,300","Document holder, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier black calfskin document holder, small model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket. Interior: black fabric lining, one laptop compartment, one zipped pocket, two additional compartments. Embossed silver-coloured Cartier signature. Dimensions: 210 mm high x 350 mm wide x 60 mm deep. Hand and shoulder carry with adjustable and detachable strap.",,aeid5482 ,£,L1002259,"2,040","Document holder small model, Must de Cartier,",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier navy blue calfskin document holder, small model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket. Interior: black fabric lining, one laptop compartment, one zipped pocket, two additional compartments. Embossed silver-coloured Cartier signature. Dimensions: 210 mm high x 350 mm wide x 60 mm deep. Hand and shoulder carry with adjustable and detachable strap.",,aeid5482 ,£,L1002269,"2,040","Document holder small model, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier mini wallet in burgundy calfskin, signature Cartier medallion. Interior: burgundy calfskin, one gusset, four credit card slots, one zipped pocket, one flat pocket, golden hot stamped “Cartier” signature. Dimensions: 80 mm high x 110 mm wide.",,aeid5482 ,£,L3001807,375,Must de Cartier mini wallet,aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Zipped pouch in black calfskin, medium model. Exterior: embossed double C logo, palladium 950/1000 metal corners. Interior: burgundy calfskin, silver-coloured Cartier logo. Dimensions: 210 mm high x 270 mm wide.",,aeid5482 ,£,L3001832,640,"Pouch small model, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Six-credit card wallet in anthracite grained calfskin. Exterior: embossed double C logo. Interior: anthracite grained calfskin, silver-coloured Cartier marking, six credit card slots, one banknote pocket. Dimensions: 91 mm high x 119 mm wide.",,aeid5482 ,£,L3001935,530,"6-Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Six-credit card wallet in black grained calfskin. Exterior: embossed double C logo. Interior: black grained calfskin, silver-coloured Cartier marking, six credit card slots, one banknote pocket. Dimensions: 91 mm high x 119 mm wide.",,aeid5482 ,£,L3001939,530,"6-Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Six-credit card wallet in graduated brown calfskin. Exterior: embossed double C logo, palladium-finish metal corners. Interior: wood-coloured calfskin, silver “Cartier” marking, 6 credit card slots, 2 banknote pockets. Dimensions: 91 mm high x 119 mm wide",,aeid5482 ,£,L3001929,510,"6-Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin multiple wallet. Exterior: embossed double C logo, stainless steel metallic-finished corners. Interior: burgundy calfskin, silver Cartier marking, nine credit card pockets, one mica pocket, two flat pockets, two banknote pockets. Dimensions: 112 mm high x 97 mm long.",,aeid5482 ,£,L3001365,470,"Multiple Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin coin/banknote/credit card wallet. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver-coloured Cartier marking, three credit card pockets, one flat pocket, one coin pocket, two banknote pockets. Dimensions: 92 mm high x 120 mm wide.",,aeid5482 ,£,L3001369,445,"Coin/Banknote/Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin 8-credit card wallet. Exterior: embossed double C logo, stainless steel metallic-finished corners. Interior: burgundy calfskin, silver-coloured Cartier marking, eight credit card pockets, two banknote pockets. Dimensions: 100 mm high x 120 mm wide.  This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001548,425,"8-Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin multiple wallet. Exterior: embossed double C logo, golden finish metal corners. Interior: burgundy calfskin, golden Cartier marking, nine credit card pockets, one mica pocket, two flat pockets, two banknote pockets. Dimensions: 112 mm high x 97 mm wide. This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001364,470,"Multiple Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin 6-credit card wallet. Exterior: embossed double C logo, gold-finish metal corners. Interior: burgundy calfskin, gold-coloured Cartier logo, six credit card slots, two banknote pockets. Dimensions: 91 mm high x 119 mm wide. This model may be made in Italy or Portugal.",,aeid5482 ,£,L3001356,410,"6-Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin 6-credit card wallet. Exterior: embossed double C logo, stainless steel metal corners. Interior: burgundy calfskin, silver-coloured Cartier marking, six credit card pockets, two banknote pockets. Dimensions: 91 mm high x 119 mm wide.",,aeid5482 ,£,L3001357,410,"6-Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Black calfskin 6-credit card compact wallet. Exterior: embossed double C logo, stainless steel metallic-finished corners. Interior: burgundy calfskin, silver-coloured Cartier marking, six credit card pockets, one banknote pocket. Dimensions: 100 mm high x 90 mm wide.",,aeid5482 ,£,L3001549,395,"6-Credit Card Compact Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier triptych wallet in burgundy calfskin, signature Cartier medallion. Exterior: One coin compartment with a push button. Interior: burgundy calfskin, three slots for credit cards, one banknote compartment, golden hot stamped Cartier marking. Dimensions: 70 mm high x 95 mm wide.",,aeid5482 ,£,L3001812,375,"Trifold Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier mini wallet in black calfskin, signature Cartier medallion. Interior: burgundy calfskin, one gusset, four credit card slots, one zipped pocket, one flat pocket, golden hot stamped “Cartier” signature. Dimensions: 80 mm high x 110 mm wide.",,aeid5482 ,£,L3001808,375,Must de Cartier mini wallet,aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Burgundy calfskin coin/banknote/credit card wallet. Exterior: embossed double C logo, golden finish metal corners. Interior: burgundy calfskin, golden Cartier marking, three credit card pockets, one flat pocket, one coin pocket, two banknote pockets. Dimensions: 92 mm high x 120 mm wide.",,aeid5482 ,£,L3001368,445,"Coin/Banknote/Credit Card Wallet, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier carnassiere bag, nano model, in burgundy calfskin, signature Cartier medallion. Interior: One signature pocket with removable mirror, one flat pocket with flap. Lining in burgundy lambskin. Dimensions: 190 mm high x 150 mm long x 52 mm deep. Adjustable shoulder strap with gold-finish details for shoulder or crossbody carry.",,aeid5482 ,£,L1002241,"1,070","Carnassière nano model, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier carnassiere bag, small model, in burgundy calfskin, signature Cartier medallion. Interior: One zipped pocket, one signature pocket with removable mirror, one flat pocket with flap. Lining in burgundy lambskin. Dimensions: 250 mm high x 210 mm long x 80 mm deep. Adjustable shoulder strap with gold-finish details for shoulder or crossbody carry.",,aeid5482 ,£,L1002239,"1,960","Carnassiere bag, small model, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier carnassiere bag, medium model, in burgundy calfskin, signature Cartier medallion. Interior: Two gusseted compartments, one zipped pocket, one signature pocket with removable mirror, one flat pocket with flap. Lining in burgundy lambskin. Dimensions: 280 mm high x 230 mm long x 110 mm deep. Adjustable shoulder strap with gold-finish details for shoulder or crossbody carry.",,aeid5482 ,£,L1002238,"2,260","Carnassiere bag, Medium, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
Add to bag,,,,"Must de Cartier pouch in anthracite calfskin, large model. Zipped closure, palladium-finish metal parts. Exterior: embossed double C logo, one zipped pocket, detachable handle. Interior: black fabric lining, one zipped pocket, one flat pocket with embossed silver-coloured Cartier signature. Dimensions: 250 mm high x 350 mm wide x 40 mm deep. Hand and wrist carry with detachable handle.",,aeid5482 ,£,L1002315,"1,070","Pouch large model, Must de Cartier",aeid5482_cartier,2022-11-03 17:01:36.078080,https://www.cartier.com,,UK,
